swim,bike,run
24.5360,44.9504,30.5136
19.9727,47.2330,32.7943
18.9629,45.8687,35.1683
20.2995,49.4355,30.2650
16.2461,48.7494,35.0045
25.0477,44.2763,30.6761
18.5517,48.4699,32.9784
17.8310,47.3817,34.7874
20.8811,45.1582,33.9607
27.4702,43.6409,28.8889
20.7562,44.5156,34.7282
18.8906,50.1034,31.0060
19.4135,49.8562,30.7303
22.5945,48.3926,29.0129
20.6177,49.1452,30.2371
22.3102,48.1325,29.5574
19.9869,47.4278,32.5854
18.4397,48.7725,32.7878
19.4835,51.1714,29.3451
23.9670,48.7800,27.2530
19.4353,46.1481,34.4166
21.3976,46.0725,32.5299
22.3386,45.7347,31.9267
23.3927,44.3073,32.3000
21.1356,47.7918,31.0726
18.0332,50.2327,31.7341
21.6483,46.3372,32.0146
21.2051,46.2657,32.5291
21.2634,48.3978,30.3388
17.0683,46.7220,36.2098
20.1275,47.2213,32.6512
24.5751,48.2516,27.1733
23.6333,47.0994,29.2673
21.2251,48.3037,30.4712
18.7594,48.2511,32.9894
19.0522,50.1266,30.8212
20.1302,48.6272,31.2426
17.9000,50.3860,31.7140
19.1241,49.4275,31.4485
18.0682,48.4583,33.4735
19.7797,47.2464,32.9739
21.0798,49.3854,29.5348
19.3075,49.5070,31.1855
22.8182,47.3237,29.8581
22.0378,45.3751,32.5871
22.5316,47.9332,29.5352
19.3650,47.7273,32.9077
20.6608,47.1731,32.1661
16.9537,47.9140,35.1323
23.6863,46.6689,29.6448
20.8109,47.5854,31.6038
21.4191,46.5690,32.0120
19.3746,50.6900,29.9355
21.3133,47.0042,31.6825
22.4346,47.6708,29.8947
22.4248,49.0285,28.5466
19.2271,46.9137,33.8592
22.7197,46.2325,31.0478
20.9873,45.7518,33.2609
22.4985,45.9523,31.5492
23.1160,47.3884,29.4956
19.2008,49.5351,31.2641
18.9620,48.3766,32.6614
20.2311,48.2720,31.4969
20.4343,46.2140,33.3517
21.0526,44.9830,33.9643
26.3428,46.2128,27.4444
16.6632,49.9690,33.3678
21.0772,45.5449,33.3779
18.9762,49.7541,31.2697
17.0554,54.5230,28.4216
19.5335,49.3076,31.1589
19.1205,48.7366,32.1429
21.6782,48.8055,29.5163
19.6975,46.4416,33.8609
20.1132,47.8582,32.0286
19.5759,49.1734,31.2507
20.1692,46.6499,33.1809
20.0643,46.9089,33.0268
24.6943,45.6876,29.6181
19.3114,53.1091,27.5796
21.5434,46.8186,31.6380
17.6617,46.3011,36.0372
20.6339,48.8489,30.5172
24.0685,45.3640,30.5675
26.1474,44.2067,29.6459
26.6927,42.3647,30.9426
20.6142,46.8625,32.5233
23.0963,46.2041,30.6995
18.6557,46.0932,35.2511
19.0056,48.6480,32.3464
25.3138,45.6070,29.0792
19.3206,46.3317,34.3477
17.7196,49.6755,32.6049
22.0045,46.2267,31.7688
21.7874,46.1298,32.0828
21.8727,44.7801,33.3471
22.6748,44.6288,32.6965
20.8145,48.9847,30.2008
21.9441,46.8852,31.1707
21.6319,46.3237,32.0444
23.0383,44.7818,32.1799
19.8102,48.2728,31.9170
19.3116,49.5463,31.1421
24.2121,43.4579,32.3299
19.8456,46.3897,33.7647
19.9571,48.2511,31.7918
22.1776,43.3721,34.4503
22.2606,45.7364,32.0029
22.1841,46.4152,31.4007
21.1815,42.8070,36.0116
24.4569,45.2998,30.2433
21.9107,45.9887,32.1006
27.4647,45.0122,27.5231
20.8501,48.1695,30.9804
21.7570,49.2420,29.0010
20.3633,48.1895,31.4472
20.5125,47.4070,32.0805
18.6786,49.8300,31.4914
19.6604,50.1637,30.1759
19.6598,48.2089,32.1313
21.3204,47.9390,30.7406
20.3207,47.7935,31.8858
18.2342,49.2162,32.5496
23.3033,45.7967,30.9000
22.9223,45.0386,32.0391
20.7303,50.6754,28.5943
20.3860,46.4064,33.2076
22.2567,47.4039,30.3394
20.7553,47.1493,32.0954
19.5226,48.5812,31.8962
16.5143,50.1721,33.3135
21.3396,49.4595,29.2009
18.7176,49.6464,31.6360
18.3885,50.6538,30.9577
17.0729,47.5057,35.4214
18.0753,49.0388,32.8859
18.6155,49.1842,32.2003
20.1329,46.5826,33.2845
19.5192,48.4325,32.0483
22.2639,47.7681,29.9680
24.1035,46.1204,29.7761
18.1547,50.1598,31.6855
18.8394,49.7792,31.3814
21.1814,51.0193,27.7993
24.0635,43.9348,32.0017
18.8292,46.9958,34.1750
22.5398,46.7844,30.6758
19.1663,49.6406,31.1931
20.6730,47.2019,32.1251
20.3902,48.6074,31.0025
22.0351,48.5002,29.4647
19.8071,47.9637,32.2292
15.2990,50.6884,34.0126
22.9148,48.9135,28.1716
19.8022,49.9890,30.2088
21.9359,47.4123,30.6518
20.3895,46.8284,32.7821
23.4553,48.4499,28.0947
18.8892,44.8391,36.2717
19.4648,46.5268,34.0084
19.2961,44.7718,35.9321
22.9269,43.9240,33.1491
14.4643,43.8997,41.6361
20.5729,47.2222,32.2049
20.3236,50.0613,29.6151
21.4918,49.2470,29.2613
21.3651,46.9764,31.6585
22.8643,47.0832,30.0524
18.4845,47.0976,34.4179
21.8874,47.2379,30.8747
26.6971,44.6840,28.6189
16.2867,49.6038,34.1095
20.0239,47.5957,32.3804
19.2386,48.9764,31.7850
18.8592,47.3075,33.8333
19.7496,49.4330,30.8174
21.2296,48.9949,29.7755
20.1299,47.0289,32.8411
23.7367,47.3801,28.8832
19.8328,48.2350,31.9322
19.9653,46.5396,33.4951
25.2455,44.6449,30.1096
15.6307,49.1410,35.2283
23.3839,47.1578,29.4583
23.2024,48.3023,28.4953
20.7217,47.2126,32.0657
23.1714,44.3310,32.4977
19.7494,50.8935,29.3572
24.5181,46.2712,29.2106
22.5360,44.0786,33.3854
24.6597,43.4818,31.8585
14.8317,49.8802,35.2881
18.6814,48.2216,33.0970
20.5114,49.7104,29.7782
23.6432,46.8028,29.5540
16.4812,43.1346,40.3842
17.4402,45.8024,36.7574
18.4039,45.9756,35.6205
21.7485,48.2018,30.0498
20.3693,47.4986,32.1321
21.8101,48.3352,29.8547
21.6074,46.3127,32.0799
19.0461,46.7802,34.1738
20.8602,46.6870,32.4528
24.0350,43.9074,32.0575
20.0647,47.0119,32.9234
23.2758,45.1177,31.6065
18.3714,47.7531,33.8755
19.0983,48.0302,32.8715
20.2985,43.4708,36.2307
23.8110,43.0655,33.1235
21.9643,48.4962,29.5395
20.4634,48.9689,30.5677
20.8401,49.3751,29.7848
20.2101,49.3998,30.3901
23.7993,46.5639,29.6367
21.7444,46.4333,31.8222
21.2608,46.9865,31.7527
21.0262,48.3297,30.6441
20.3112,47.1654,32.5234
18.6568,49.5885,31.7547
19.6555,48.9468,31.3976
17.6349,48.2687,34.0964
18.1525,45.2954,36.5521
22.7140,48.7476,28.5384
18.7640,49.5923,31.6436
20.8457,48.6936,30.4607
20.6669,48.3555,30.9776
19.3391,48.3307,32.3302
18.8610,50.2847,30.8542
21.3305,47.9514,30.7181
22.9947,49.5781,27.4272
19.3385,47.3098,33.3517
22.2345,48.1783,29.5872
25.2146,42.7485,32.0369
18.8407,46.2415,34.9177
24.6023,46.6570,28.7408
21.8956,46.6790,31.4253
19.9629,46.4702,33.5669
18.6294,48.6365,32.7341
23.2441,46.0940,30.6620
18.9972,46.4526,34.5502
16.5773,51.9521,31.4706
17.4181,47.9028,34.6791
19.0687,48.4558,32.4755
20.4406,48.0796,31.4797
17.7209,49.9491,32.3300
18.9974,48.9402,32.0624
17.6915,47.4844,34.8241
16.5706,48.2537,35.1757
21.0452,45.1139,33.8408
22.9218,47.1671,29.9111
23.8902,46.0667,30.0431
17.7529,50.7782,31.4689
20.3974,48.4527,31.1499
19.4743,47.9928,32.5329
22.3562,47.4696,30.1743
20.1391,48.8268,31.0341
21.2228,48.6531,30.1242
18.0622,50.8529,31.0848
21.8400,47.1424,31.0176
21.7476,46.2164,32.0360
21.2203,47.3935,31.3861
22.0984,46.7820,31.1195
20.1615,48.3746,31.4639
21.2511,45.5715,33.1774
21.4964,48.4757,30.0279
21.3619,46.6785,31.9596
20.5168,45.0931,34.3900
18.6511,46.9018,34.4471
25.6410,44.6786,29.6804
23.5308,47.9159,28.5533
20.2305,48.8755,30.8940
20.3132,48.5229,31.1639
22.5460,46.1863,31.2676
22.4869,44.3756,33.1375
21.3703,45.0492,33.5804
21.9846,46.8029,31.2125
22.7113,41.9405,35.3482
20.5740,49.1402,30.2858
20.8494,48.0691,31.0816
23.4579,46.0680,30.4741
20.6455,47.5014,31.8531
23.5021,45.3741,31.1238
19.5033,47.6343,32.8623
22.8763,44.9880,32.1357
20.2905,50.8806,28.8289
26.6347,43.5329,29.8324
13.8212,48.4140,37.7647
26.4241,42.6114,30.9645
19.3154,50.0618,30.6228
19.1432,47.0135,33.8433
20.3402,47.5894,32.0704
20.3237,47.9770,31.6993
20.9628,49.5050,29.5323
20.0825,47.7209,32.1966
20.8265,46.9990,32.1745
19.8127,44.8971,35.2903
19.3500,48.4816,32.1684
25.5074,44.7569,29.7357
21.0582,45.3406,33.6012
17.3615,50.3838,32.2546
18.8086,51.7120,29.4794
18.8766,49.5166,31.6068
16.3811,49.2689,34.3500
20.7891,46.6074,32.6035
22.6774,50.0672,27.2554
19.1494,50.9686,29.8820
21.3117,50.6207,28.0677
20.7493,49.3223,29.9284
23.3386,44.7077,31.9537
21.6113,46.9665,31.4222
18.5573,47.0474,34.3953
20.7863,46.4895,32.7243
18.4453,50.5917,30.9630
23.1053,46.7318,30.1629
22.4025,45.5239,32.0736
16.3862,45.8900,37.7238
19.0257,48.0942,32.8801
24.0893,45.1148,30.7960
22.9727,46.1747,30.8526
23.4909,48.0935,28.4156
21.6849,47.5091,30.8060
20.1457,49.0427,30.8117
22.9636,46.5933,30.4431
24.7659,45.8628,29.3713
17.3289,51.4226,31.2485
18.7205,48.4823,32.7972
19.4406,49.2541,31.3054
18.7423,51.7187,29.5391
16.0290,50.0725,33.8985
21.8588,46.6028,31.5384
20.4064,49.0939,30.4997
21.9959,47.9111,30.0931
21.1958,47.7995,31.0048
19.2388,48.1777,32.5835
23.6256,39.8502,36.5242
21.7145,48.2079,30.0776
22.4952,46.7606,30.7442
18.0073,49.8164,32.1763
19.7934,47.3759,32.8307
17.1240,48.8517,34.0243
19.9976,49.3887,30.6137
19.9678,47.0209,33.0113
20.6455,46.3035,33.0510
20.2554,47.1708,32.5738
20.9765,48.0318,30.9917
20.8016,48.0442,31.1542
18.5122,46.1415,35.3463
24.6566,47.1577,28.1857
20.6578,48.8647,30.4775
22.6193,46.0677,31.3130
22.7627,46.1821,31.0552
21.8301,47.0702,31.0996
14.1648,50.6590,35.1763
22.8775,46.0803,31.0422
22.8236,41.9299,35.2465
18.8832,48.3101,32.8068
21.3936,46.3179,32.2885
20.6493,46.3730,32.9776
21.5909,46.5909,31.8182
20.6059,47.7389,31.6552
21.7842,48.4352,29.7806
22.5254,46.3494,31.1252
22.2650,45.1396,32.5954
22.5769,45.5167,31.9065
19.9382,48.8550,31.2067
21.3986,48.3260,30.2754
24.0213,46.8451,29.1335
20.6514,51.6531,27.6955
20.6689,48.0511,31.2800
20.0980,49.4142,30.4878
21.2786,47.8885,30.8329
21.2814,45.6758,33.0428
22.1662,48.2902,29.5437
16.9174,49.5846,33.4980
18.9150,49.1969,31.8881
20.3710,47.6175,32.0116
22.0896,45.2415,32.6689
22.1065,47.0517,30.8417
19.7662,47.0184,33.2154
17.4635,50.9719,31.5646
23.1231,45.6144,31.2625
22.1332,44.4667,33.4001
23.7051,46.7105,29.5844
22.7731,45.2448,31.9821
22.2788,44.6406,33.0806
20.7972,46.8345,32.3682
22.4868,47.7513,29.7619
19.7230,49.6538,30.6232
19.1870,49.1823,31.6307
18.0758,51.0127,30.9114
19.1559,48.5951,32.2490
21.6355,48.0257,30.3388
22.3220,48.3760,29.3020
20.9481,47.7732,31.2787
19.8838,48.2015,31.9147
22.6894,46.1239,31.1867
24.0226,47.1546,28.8228
18.7493,50.5622,30.6885
24.1646,47.3640,28.4714
20.5482,48.2918,31.1599
20.6469,47.1045,32.2485
29.2715,41.8654,28.8631
18.6082,49.9561,31.4357
21.2500,46.6863,32.0637
18.0052,48.1047,33.8901
18.3540,51.0755,30.5705
19.8815,48.1030,32.0155
19.1884,49.0167,31.7949
19.0114,48.4545,32.5341
16.2822,50.9942,32.7236
20.2405,46.0291,33.7304
21.4663,48.1726,30.3611
19.1473,48.8935,31.9592
27.3496,44.0278,28.6226
19.2043,47.5147,33.2809
20.8163,49.4620,29.7217
18.6345,48.8121,32.5534
21.6382,47.8512,30.5106
22.4290,47.9490,29.6220
21.5147,48.2943,30.1910
20.0520,47.2065,32.7415
20.2526,49.5038,30.2436
18.6435,49.0263,32.3302
23.6132,46.9110,29.4757
21.5009,47.2280,31.2711
21.4316,48.0128,30.5556
20.7130,44.3762,34.9109
22.4572,42.6687,34.8741
20.0498,47.4801,32.4701
19.5552,47.1232,33.3216
19.9648,49.8180,30.2173
17.7885,50.5235,31.6880
19.8786,47.2044,32.9170
20.3860,51.1192,28.4947
18.5535,48.8724,32.5740
20.5776,50.5549,28.8675
18.8054,48.5012,32.6934
20.4598,48.7948,30.7453
18.7016,48.2084,33.0900
21.1727,47.2835,31.5438
17.4776,47.6953,34.8271
16.3372,47.2336,36.4292
22.1967,46.1836,31.6197
18.0935,51.8345,30.0719
20.1168,48.0023,31.8808
18.7288,48.0079,33.2632
21.1024,45.9871,32.9105
23.2334,46.6391,30.1275
18.4249,47.9320,33.6431
18.3004,49.1491,32.5505
19.3276,48.9993,31.6730
15.1611,50.6308,34.2082
19.4401,46.3675,34.1924
19.6339,47.0730,33.2931
20.3523,47.9374,31.7103
19.4939,49.9883,30.5178
18.6456,52.1248,29.2295
24.7904,46.7596,28.4500
21.6642,48.0898,30.2460
23.4517,46.0266,30.5216
19.4715,46.7713,33.7572
22.1040,47.5561,30.3400
19.8431,41.5235,38.6334
21.3024,48.4927,30.2049
21.9525,45.1945,32.8530
18.7547,46.2352,35.0101
23.1868,46.5734,30.2398
23.0604,49.2648,27.6748
21.8984,50.5055,27.5961
23.2811,47.3690,29.3499
22.0075,47.3720,30.6205
20.7507,46.8011,32.4482
19.9288,49.2327,30.8385
20.0241,44.6675,35.3083
22.0291,48.5444,29.4265
21.6207,47.3644,31.0149
22.0448,48.1620,29.7932
18.5862,44.7250,36.6889
20.4477,46.9308,32.6215
20.9089,46.7745,32.3166
20.6942,50.8908,28.4149
20.9863,44.7816,34.2321
24.3105,43.1752,32.5143
19.4260,48.9955,31.5784
21.0425,44.5956,34.3618
18.0841,48.4900,33.4259
19.0104,50.6629,30.3267
22.4178,47.0188,30.5634
23.1414,47.3415,29.5172
22.0848,45.6670,32.2482
18.7810,47.7805,33.4385
21.5538,47.6360,30.8102
26.6750,45.4879,27.8371
18.9758,45.2586,35.7656
17.5572,49.7494,32.6935
17.5802,49.8246,32.5953
18.9377,49.1277,31.9346
18.1748,48.9872,32.8380
15.8978,51.2606,32.8416
21.5517,47.6757,30.7726
21.5107,46.8852,31.6041
17.1836,44.3944,38.4220
22.5398,47.7338,29.7264
20.4876,48.4448,31.0676
23.4370,45.6350,30.9281
24.8517,46.5557,28.5926
20.6259,48.1042,31.2700
21.4205,48.7107,29.8688
21.1336,47.5196,31.3468
20.1545,48.0349,31.8105
22.9444,47.3889,29.6667
20.5311,47.6058,31.8631
22.5333,46.8747,30.5920
20.3702,48.5139,31.1159
19.4577,49.3926,31.1497
20.1135,46.3822,33.5043
23.2573,44.8945,31.8482
21.5290,45.3939,33.0772
23.2439,44.5282,32.2279
17.0463,44.8982,38.0556
19.6219,49.7727,30.6054
17.8934,49.6362,32.4705
20.5581,48.6644,30.7775
16.6328,52.0985,31.2687
20.9784,48.6496,30.3719
19.3689,50.6854,29.9456
21.9932,48.2625,29.7444
18.8615,50.9259,30.2126
20.6115,47.6621,31.7264
20.6783,48.2493,31.0725
17.8699,51.4711,30.6590
19.0903,49.2545,31.6551
18.1633,49.8766,31.9601
19.6254,46.6049,33.7697
19.1655,46.6757,34.1588
19.3383,49.6978,30.9638
22.2424,46.6566,31.1010
18.2194,45.8666,35.9140
21.4040,44.3362,34.2598
19.2034,49.1601,31.6365
20.2156,47.9172,31.8672
18.4699,49.9818,31.5483
22.4777,46.7253,30.7970
19.7145,49.3865,30.8990
20.4190,47.8101,31.7708
18.7860,48.6087,32.6054
21.7235,45.7953,32.4812
19.6404,46.9308,33.4288
22.7762,45.4963,31.7275
22.7544,47.0133,30.2323
19.3339,48.0209,32.6452
22.0191,50.6290,27.3519
21.9590,48.1968,29.8442
19.5393,49.5477,30.9130
19.2845,48.4575,32.2581
21.7021,46.4921,31.8058
17.8982,43.9497,38.1521
22.2432,46.6604,31.0964
19.8076,46.3083,33.8841
20.5849,46.8616,32.5535
20.0426,44.2134,35.7440
21.0494,43.7538,35.1968
27.3867,45.3580,27.2553
21.8913,45.3357,32.7730
17.1805,49.0801,33.7394
20.6528,47.8572,31.4900
20.9271,46.3339,32.7390
23.2182,44.7420,32.0398
21.0154,48.4911,30.4935
21.9059,48.3212,29.7729
22.1838,48.2703,29.5459
20.3155,46.0507,33.6338
20.4623,45.7834,33.7543
21.4847,47.0263,31.4890
21.1427,44.9255,33.9318
25.5941,47.9916,26.4143
21.2646,47.4437,31.2917
19.2521,44.2233,36.5246
21.7989,43.9517,34.2494
23.9227,44.4559,31.6214
21.4417,46.0588,32.4995
26.5651,41.9654,31.4694
20.8844,48.1234,30.9922
19.8212,49.9940,30.1848
19.2185,49.2150,31.5665
17.3493,51.1299,31.5207
19.5594,49.1269,31.3137
18.3806,48.1852,33.4342
21.8095,48.3364,29.8541
24.0036,48.4734,27.5230
20.8556,48.7646,30.3799
22.6803,47.8190,29.5007
19.3127,49.9514,30.7360
19.8475,47.7441,32.4084
24.3386,44.8404,30.8210
17.7958,48.1128,34.0915
19.8989,48.2916,31.8094
17.7638,48.5860,33.6502
16.0921,50.1661,33.7418
21.9170,47.3720,30.7110
21.1146,45.0774,33.8080
18.0818,46.8666,35.0517
21.1701,46.6585,32.1714
20.9199,48.4188,30.6612
20.1565,47.4322,32.4113
16.6884,46.1455,37.1661
18.5249,50.4744,31.0006
20.0261,46.3144,33.6595
19.1611,46.6573,34.1816
22.2867,46.5917,31.1216
18.1152,49.3878,32.4970
20.6650,48.0857,31.2493
21.0068,50.2726,28.7206
17.0504,50.1036,32.8460
19.4783,48.7704,31.7513
17.7157,49.6910,32.5933
21.4213,47.2828,31.2959
21.0609,47.7201,31.2190
18.6369,49.5615,31.8015
19.0565,49.3842,31.5593
20.5585,48.2451,31.1963
21.3143,48.3247,30.3610
25.7810,45.9734,28.2456
22.7258,46.3814,30.8928
22.1088,46.9388,30.9524
16.8722,52.7538,30.3740
16.8612,51.3044,31.8343
23.0420,44.4893,32.4687
21.5270,44.8748,33.5982
24.2774,46.5375,29.1851
20.4527,46.5599,32.9873
19.6096,43.3178,37.0726
24.4819,44.4145,31.1036
18.5409,51.0810,30.3781
20.5227,49.0786,30.3987
18.8286,49.6586,31.5128
21.3070,47.7665,30.9265
21.2776,46.4404,32.2820
17.8447,49.6336,32.5217
21.3087,49.0440,29.6473
20.0142,44.9207,35.0652
19.6538,49.9505,30.3956
20.4871,47.3993,32.1136
19.2802,48.5822,32.1377
17.9674,48.2925,33.7402
19.5320,47.6599,32.8082
21.2025,45.3549,33.4426
20.3961,47.8742,31.7297
18.4049,46.8377,34.7574
19.5266,48.5654,31.9080
26.2838,45.2523,28.4639
24.7247,44.7141,30.5612
22.1426,46.7081,31.1493
22.0702,44.6348,33.2950
20.0776,45.8167,34.1057
21.2519,47.4387,31.3093
21.0248,47.1210,31.8542
22.6560,47.5859,29.7581
23.3226,42.3105,34.3669
17.7975,49.1235,33.0790
19.8039,49.3734,30.8227
19.4932,48.2743,32.2325
20.1369,48.3397,31.5234
20.6725,47.4505,31.8770
21.2044,48.1326,30.6630
24.0542,46.2825,29.6632
22.7970,43.5313,33.6717
21.3748,47.0202,31.6050
19.4954,44.4696,36.0350
19.7773,45.2549,34.9678
21.3616,46.1569,32.4815
22.4155,49.4527,28.1318
20.9937,44.1451,34.8612
18.6267,48.7594,32.6140
21.5385,47.0346,31.4270
24.2233,46.0164,29.7603
22.1520,46.7863,31.0616
19.0534,45.7457,35.2009
23.9164,45.4895,30.5941
22.3294,46.6857,30.9850
21.2754,47.0998,31.6248
20.8129,46.6482,32.5388
20.9433,43.9428,35.1139
22.4203,42.5860,34.9937
25.2481,48.0309,26.7210
14.9386,47.0958,37.9655
23.5533,46.6200,29.8267
22.6859,46.6827,30.6314
19.0578,47.9177,33.0245
21.2887,48.9219,29.7893
20.5269,48.6113,30.8618
22.1181,49.0628,28.8191
22.2541,48.5898,29.1562
22.4899,48.2103,29.2999
22.3157,47.0334,30.6509
21.4800,45.8846,32.6354
24.2089,45.6960,30.0952
23.9731,44.6841,31.3428
20.9221,49.4754,29.6025
14.7114,54.1899,31.0987
19.2874,49.6103,31.1023
19.0594,48.0446,32.8960
21.2053,47.2483,31.5464
21.5341,48.0348,30.4312
17.9378,49.8758,32.1864
18.9255,48.7579,32.3166
16.0763,51.7711,32.1526
18.3149,48.4456,33.2395
21.4325,47.5403,31.0272
18.1668,48.8035,33.0296
24.4343,48.2083,27.3574
17.0052,48.4894,34.5054
21.5947,46.5947,31.8106
20.3249,49.9021,29.7730
21.1815,47.2704,31.5481
15.8277,50.0058,34.1666
21.7928,46.6842,31.5230
21.3177,47.0313,31.6511
22.7442,48.8876,28.3682
20.3802,49.7694,29.8504
18.2227,48.3541,33.4232
22.9521,49.1503,27.8976
17.9651,49.0302,33.0047
20.5056,46.9784,32.5160
20.0194,48.2877,31.6929
20.3249,47.2656,32.4095
18.2219,51.6183,30.1597
25.4117,45.6535,28.9348
19.6514,47.7771,32.5715
17.3710,43.4535,39.1755
20.6101,47.0972,32.2926
19.8678,47.2330,32.8993
25.9200,45.3449,28.7352
22.3896,45.4217,32.1888
20.4020,46.8447,32.7533
18.0368,46.1538,35.8094
21.5709,42.8051,35.6239
17.2857,50.8114,31.9029
20.1923,49.8827,29.9250
18.8781,45.6836,35.4384
19.4955,46.4589,34.0456
21.0888,47.9271,30.9841
17.4627,49.3603,33.1770
16.8185,49.4493,33.7323
21.1389,47.8685,30.9926
16.8807,48.1142,35.0051
19.2608,45.0143,35.7249
18.5105,48.2908,33.1987
19.5395,50.2375,30.2229
19.7568,47.8717,32.3715
18.4386,49.9404,31.6210
21.2407,48.3548,30.4045
19.7356,46.8248,33.4396
19.1710,47.4093,33.4197
22.9120,48.7291,28.3589
22.4931,46.1645,31.3424
21.7228,47.2690,31.0082
22.2109,47.7857,30.0034
20.9060,48.4340,30.6600
22.6405,44.2039,33.1557
18.3068,49.1919,32.5014
20.7537,46.4413,32.8050
21.2157,49.9092,28.8751
18.8878,48.4055,32.7067
25.4442,44.2788,30.2771
21.6524,47.7472,30.6004
22.6029,43.1711,34.2259
20.7773,45.3008,33.9219
18.2037,49.7646,32.0317
22.1945,44.8553,32.9502
22.5391,43.9774,33.4836
21.9883,48.2592,29.7525
20.3569,45.6306,34.0126
21.7455,49.2364,29.0182
19.8779,47.2758,32.8464
21.6747,46.5836,31.7417
19.1204,50.0470,30.8325
23.7583,47.5283,28.7133
19.5729,46.5853,33.8418
19.1888,48.2050,32.6062
18.2144,47.6505,34.1352
20.2071,46.4596,33.3333
22.5218,45.0879,32.3903
16.0641,51.2232,32.7127
24.6491,45.3956,29.9553
23.3238,44.5465,32.1297
20.0926,44.7612,35.1462
20.8350,47.3841,31.7809
19.9429,45.5009,34.5562
17.7740,46.6781,35.5479
21.6320,45.5475,32.8206
21.5256,47.5675,30.9069
19.6658,46.6698,33.6644
17.2728,49.5552,33.1719
24.0504,46.6126,29.3371
20.0020,46.2165,33.7814
29.5935,43.4635,26.9430
25.4267,42.2595,32.3138
18.1807,50.4751,31.3442
18.2470,51.4897,30.2633
20.8011,48.3597,30.8392
17.8290,49.5441,32.6269
18.7789,49.8903,31.3307
18.2840,50.0803,31.6357
20.3817,49.5459,30.0724
20.6904,48.2065,31.1031
16.6889,46.4707,36.8403
19.3384,47.6712,32.9904
21.6830,49.6851,28.6319
15.9602,47.7003,36.3396
22.9633,45.4598,31.5769
19.9045,49.5227,30.5728
19.7764,47.2827,32.9409
22.6129,47.2836,30.1035
21.0508,46.2190,32.7302
19.8335,48.8956,31.2710
20.0000,47.6667,32.3333
20.4349,45.5292,34.0359
20.6755,46.8328,32.4917
20.4781,49.1848,30.3371
18.7575,44.9984,36.2441
17.9406,48.7006,33.3588
18.8606,46.4569,34.6826
22.4997,46.0158,31.4845
18.1426,48.2472,33.6102
18.7110,47.9342,33.3549
22.8726,51.7370,25.3904
21.6773,45.3079,33.0149
19.6344,46.3704,33.9952
22.0105,48.2408,29.7487
21.3134,44.5208,34.1659
22.9546,46.1225,30.9228
17.7183,51.8464,30.4353
21.9800,48.9462,29.0738
19.9697,47.9693,32.0610
19.2732,50.5051,30.2218
18.1682,48.2798,33.5520
18.8931,48.4683,32.6387
17.9225,52.9815,29.0960
22.1737,46.4314,31.3950
19.6777,48.4163,31.9060
18.7333,47.9619,33.3048
21.6387,46.4305,31.9308
20.1248,51.0168,28.8584
19.3748,48.9327,31.6925
22.3707,48.6810,28.9483
21.0399,47.9351,31.0250
19.6978,50.3491,29.9531
19.9660,49.9320,30.1019
21.5643,46.3433,32.0924
20.9526,45.5409,33.5065
21.0758,47.4975,31.4267
21.6812,45.1212,33.1975
22.5984,46.6331,30.7685
19.4837,49.6225,30.8938
21.6014,48.0674,30.3311
19.8068,47.1250,33.0682
19.2640,47.4756,33.2603
23.1871,45.3134,31.4995
23.4196,46.0567,30.5237
21.9310,45.8224,32.2466
21.3943,46.5715,32.0342
23.6790,47.6977,28.6233
20.6190,48.0037,31.3773
22.3404,46.8628,30.7968
15.7611,50.0423,34.1966
20.7325,45.4821,33.7855
24.7578,44.2177,31.0245
24.8901,44.9658,30.1441
18.4909,49.8673,31.6418
16.1411,50.1551,33.7038
22.6158,46.9494,30.4348
24.8531,48.5427,26.6042
20.1376,48.2354,31.6270
22.5287,47.3301,30.1412
18.5416,46.8897,34.5687
23.1651,47.6803,29.1546
25.6983,44.7929,29.5089
23.0349,45.4311,31.5339
20.9648,45.6469,33.3883
20.1202,46.6543,33.2255
20.9336,48.8524,30.2140
22.5055,46.1651,31.3293
17.9755,46.4812,35.5432
24.2263,46.0033,29.7704
22.4441,46.1824,31.3735
21.7990,47.1902,31.0107
21.5855,46.5582,31.8563
18.2457,52.2226,29.5316
20.7929,48.6259,30.5812
18.2307,49.6553,32.1141
17.3253,47.9561,34.7186
21.5200,47.6762,30.8038
20.0761,47.7550,32.1689
18.7931,46.1590,35.0479
20.5197,47.4573,32.0231
17.1745,49.1890,33.6366
23.2844,45.1662,31.5494
16.0131,49.2760,34.7109
19.8938,49.0222,31.0840
20.1126,48.4068,31.4806
19.6588,48.9647,31.3765
20.9564,48.0400,31.0036
21.3877,46.9069,31.7054
20.6353,47.4247,31.9400
21.8080,48.7408,29.4512
18.1284,48.8357,33.0359
23.2611,43.2611,33.4778
22.7464,46.7468,30.5067
19.6763,46.9666,33.3571
20.7146,49.5725,29.7129
19.1593,45.3618,35.4790
20.5035,46.2941,33.2024
23.0036,46.4787,30.5177
20.8255,49.0959,30.0786
19.6374,51.7544,28.6082
19.9430,48.2212,31.8358
14.9446,50.6984,34.3570
18.3433,48.9373,32.7193
23.5113,47.6283,28.8604
19.1871,49.1355,31.6774
20.5328,47.8810,31.5861
18.5172,49.3221,32.1607
19.9177,45.4017,34.6805
18.7448,48.4016,32.8536
18.9419,46.8588,34.1993
21.4436,47.4614,31.0950
21.5874,47.1374,31.2752
19.9932,49.5464,30.4604
