swim,bike,run
21.8406,49.4373,28.7222
20.1431,48.8809,30.9760
19.9909,47.4048,32.6043
19.9978,47.5828,32.4194
20.8180,47.8936,31.2884
22.1058,47.0975,30.7967
19.0180,46.4484,34.5336
20.9161,48.1711,30.9128
19.3930,46.3898,34.2173
21.0842,44.4134,34.5024
22.4564,45.3464,32.1972
16.9281,46.9999,36.0720
24.6719,43.7945,31.5336
27.3819,41.6732,30.9449
20.1175,43.5767,36.3059
22.9910,48.0231,28.9859
16.2727,55.7000,28.0273
20.2947,50.6931,29.0121
23.1427,47.6213,29.2360
21.0999,46.8767,32.0234
20.7535,45.5075,33.7390
23.3532,45.1935,31.4533
19.3175,48.1554,32.5272
18.3443,46.9597,34.6960
18.2000,46.4079,35.3921
18.3012,46.3994,35.2994
18.3938,51.5808,30.0254
19.8009,48.0181,32.1810
24.0092,45.5651,30.4257
21.9658,44.8363,33.1978
19.9322,49.6412,30.4265
22.9002,45.1813,31.9185
22.1378,47.4240,30.4382
16.4481,48.6244,34.9275
21.8668,42.4071,35.7261
21.3037,48.9701,29.7263
16.6137,48.4572,34.9291
21.1966,47.6678,31.1356
22.8909,46.6927,30.4164
19.8091,47.4796,32.7113
18.5540,49.5481,31.8979
20.8281,47.5602,31.6117
23.1232,46.4361,30.4407
17.5106,48.2417,34.2477
22.0381,45.8666,32.0954
19.5789,47.4590,32.9621
21.1845,50.3883,28.4272
24.6963,45.6015,29.7022
21.5632,44.5780,33.8589
20.7592,45.8948,33.3460
20.1621,47.0353,32.8027
16.4453,44.2968,39.2579
23.6320,43.6849,32.6831
22.8822,46.9201,30.1976
21.1919,48.0902,30.7179
23.2312,46.9409,29.8280
20.8508,48.0771,31.0720
20.3840,47.1201,32.4959
23.5197,46.3268,30.1535
22.5014,44.8505,32.6482
19.9320,49.2563,30.8117
21.0260,47.8117,31.1623
20.9883,44.9808,34.0309
20.0698,48.2539,31.6763
20.7380,45.7253,33.5366
21.8471,45.0666,33.0862
24.2927,39.9595,35.7479
20.8770,43.4639,35.6591
21.0277,47.6680,31.3043
21.9662,47.7696,30.2643
20.2750,44.1309,35.5941
21.1540,47.2252,31.6208
23.8863,46.7550,29.3587
26.5673,42.9712,30.4615
20.6566,41.7004,37.6430
21.7205,43.9123,34.3672
21.7131,47.5313,30.7556
19.2388,46.5276,34.2336
20.3222,45.1351,34.5426
18.4571,47.8765,33.6664
21.2867,44.5405,34.1728
21.9499,44.8166,33.2335
22.1782,44.9074,32.9143
23.2779,48.8222,27.9000
22.8992,48.5232,28.5777
19.8090,43.3301,36.8610
24.5639,47.9754,27.4607
20.8994,45.1178,33.9829
21.1195,45.7257,33.1548
22.3386,45.6627,31.9988
21.5821,45.9885,32.4294
22.9626,47.8642,29.1732
22.9779,45.7677,31.2543
21.3307,46.6145,32.0548
30.7764,42.4826,26.7411
21.5372,42.2542,36.2086
22.7448,44.9229,32.3323
19.6871,49.2008,31.1121
19.3830,50.7266,29.8905
20.1785,47.6743,32.1472
20.0800,48.1897,31.7303
20.9240,47.4900,31.5860
23.4122,47.2314,29.3563
24.7277,42.6927,32.5796
24.9171,47.3373,27.7455
23.8627,44.3846,31.7526
19.7907,47.6104,32.5989
16.3116,50.8122,32.8762
20.9218,48.5675,30.5106
21.5348,47.7866,30.6785
16.1541,60.2880,23.5578
20.3270,47.6259,32.0471
20.0278,50.8557,29.1166
19.5865,50.1591,30.2545
17.2452,48.6226,34.1321
17.9343,49.8567,32.2090
17.9181,51.9712,30.1106
21.2033,46.2303,32.5664
19.1227,50.3833,30.4940
19.8399,47.8549,32.3052
19.2579,44.0287,36.7134
18.7605,48.0745,33.1650
22.1719,45.3114,32.5167
18.4285,46.9538,34.6177
23.0559,45.7801,31.1640
21.7994,46.4933,31.7073
19.6368,50.6971,29.6661
22.0011,48.0274,29.9714
20.5985,46.9747,32.4268
19.8253,48.3335,31.8412
20.9074,50.5911,28.5014
21.1653,44.5628,34.2720
21.0875,47.9992,30.9133
18.6178,46.5850,34.7971
18.3236,47.9094,33.7670
17.3883,48.6814,33.9303
22.3934,47.3440,30.2626
21.0239,45.8341,33.1419
21.0618,49.6857,29.2525
19.8044,48.8572,31.3384
20.1473,48.4159,31.4369
19.3952,48.8480,31.7568
19.3842,48.8186,31.7973
21.2628,45.7836,32.9536
18.0585,47.6897,34.2518
22.8523,43.4911,33.6566
16.6597,51.3182,32.0220
18.1939,49.7437,32.0623
22.6236,46.8740,30.5024
18.1545,49.6143,32.2312
16.0920,48.7256,35.1824
22.7541,45.7403,31.5057
20.2604,46.1990,33.5406
21.5040,46.2230,32.2729
21.6695,48.7197,29.6108
22.1034,46.3574,31.5392
17.8452,48.1709,33.9839
16.5435,49.4982,33.9583
24.6233,45.5702,29.8066
18.4470,44.6802,36.8728
18.8704,46.1321,34.9975
21.4407,46.4032,32.1561
19.2732,46.3069,34.4199
20.1902,44.8421,34.9676
20.2180,44.0378,35.7442
22.4085,43.6547,33.9367
18.8858,48.4293,32.6848
19.8916,46.5468,33.5616
21.1619,49.1883,29.6498
21.5220,44.9357,33.5423
23.9887,44.7998,31.2115
22.2473,45.2830,32.4697
16.9256,47.9462,35.1283
21.6882,45.5718,32.7401
21.5961,48.4135,29.9904
21.2375,46.5510,32.2115
23.7562,44.1335,32.1103
23.0091,46.7422,30.2487
23.0423,48.0448,28.9129
19.3019,45.4267,35.2714
19.3377,45.0919,35.5704
22.4825,44.5373,32.9802
20.8666,47.1834,31.9499
25.4163,45.0901,29.4936
22.1610,46.9144,30.9245
23.3360,48.3163,28.3478
21.9747,46.8307,31.1946
17.4781,46.0542,36.4677
17.6724,51.5948,30.7328
21.3372,48.6510,30.0118
20.8960,49.4521,29.6519
17.9861,45.9668,36.0471
20.4844,48.0956,31.4200
16.0286,51.2726,32.6988
20.2475,46.6201,33.1323
20.4264,45.0546,34.5190
22.1740,49.3032,28.5228
20.2654,48.7392,30.9954
19.5706,47.1575,33.2720
21.9325,47.8977,30.1698
22.0200,47.6700,30.3100
21.5241,45.6545,32.8213
22.6846,48.1006,29.2148
21.0570,44.2263,34.7167
18.9734,47.9550,33.0716
19.4480,47.8115,32.7405
19.9566,47.8296,32.2138
15.6150,54.9089,29.4761
19.2312,48.8049,31.9639
20.9743,46.6071,32.4186
19.0631,50.1943,30.7426
18.1686,48.8399,32.9915
22.5866,46.8228,30.5906
22.2922,46.0305,31.6773
19.6366,49.3594,31.0040
15.9596,49.9312,34.1091
20.2446,46.1003,33.6550
22.3351,46.8940,30.7709
22.3490,45.2260,32.4250
20.3903,50.3391,29.2706
21.1891,46.9563,31.8546
19.7403,47.3625,32.8971
25.7559,43.3091,30.9350
21.1724,48.1272,30.7004
19.9686,43.9446,36.0868
25.3011,42.4029,32.2960
18.5351,45.6243,35.8406
19.9955,50.9150,29.0895
19.8072,49.5837,30.6091
17.7407,49.1986,33.0607
22.4932,46.4562,31.0506
17.0556,47.0665,35.8779
19.6500,46.9022,33.4479
19.5703,49.4121,31.0175
19.9026,49.3966,30.7008
22.5540,48.6139,28.8320
19.4093,49.6839,30.9068
18.6310,45.6889,35.6801
22.1373,45.0297,32.8330
16.6646,48.6608,34.6746
18.6281,48.5553,32.8165
20.9959,48.5200,30.4842
22.8128,48.9791,28.2081
20.0623,47.1915,32.7462
18.6704,49.8748,31.4548
16.6115,48.9036,34.4849
19.5486,49.6476,30.8038
19.9441,47.3847,32.6712
22.6214,45.8897,31.4889
23.6324,47.9474,28.4202
21.4019,49.7153,28.8828
19.4916,51.1489,29.3595
21.0932,46.6392,32.2676
20.7290,42.6940,36.5769
22.2726,46.7429,30.9845
20.8218,45.3343,33.8438
24.0681,45.4370,30.4949
20.8820,45.7623,33.3557
21.4378,49.2286,29.3336
21.3630,46.3256,32.3115
22.3777,45.0331,32.5892
21.1409,48.6807,30.1784
18.0613,47.5660,34.3727
24.1037,46.3050,29.5913
20.9525,44.5357,34.5118
19.0911,46.0094,34.8995
27.5041,41.2408,31.2551
23.2452,44.3133,32.4415
23.6704,42.9626,33.3670
23.6484,43.7028,32.6487
23.7639,45.3201,30.9160
22.5589,44.9687,32.4724
22.3372,45.4133,32.2495
24.1132,43.1168,32.7700
17.8097,45.2415,36.9488
18.9735,50.4543,30.5723
21.2778,48.7153,30.0069
17.4394,48.7768,33.7838
22.2503,46.3227,31.4270
17.0322,48.0074,34.9604
20.0666,47.7440,32.1894
24.9034,43.1943,31.9023
21.8921,46.4871,31.6208
22.1279,45.9248,31.9473
19.3882,54.9254,25.6863
19.9828,45.1119,34.9053
23.5048,46.0462,30.4490
20.0432,40.2936,39.6632
21.7746,42.1554,36.0700
19.0921,48.4326,32.4753
17.5687,50.1894,32.2419
22.7891,44.5461,32.6648
20.2627,49.5582,30.1790
17.6349,46.4179,35.9472
21.8854,48.2297,29.8849
18.1740,47.0299,34.7961
18.0945,50.2080,31.6974
19.4950,47.8001,32.7048
21.8178,47.8535,30.3287
18.0388,49.3034,32.6578
24.3221,47.8170,27.8610
23.0098,47.8071,29.1831
15.1746,51.3080,33.5175
19.1264,46.3666,34.5070
22.3082,45.9801,31.7118
20.3601,47.4902,32.1497
18.4024,49.2361,32.3615
21.8262,46.0052,32.1686
15.6899,54.5022,29.8079
27.1233,44.9882,27.8885
25.7617,47.2425,26.9957
15.6202,45.5482,38.8317
17.1363,43.0006,39.8631
24.4920,45.2169,30.2910
21.3187,45.1436,33.5377
21.2619,45.9871,32.7510
22.9955,48.2194,28.7851
21.4366,48.3467,30.2167
21.5794,46.9130,31.5077
22.7394,45.8140,31.4466
21.0911,50.8928,28.0162
20.6209,41.8021,37.5769
19.5022,45.1404,35.3574
19.9830,44.5709,35.4460
15.5610,51.4781,32.9609
18.7793,51.4802,29.7405
19.4974,49.8801,30.6225
19.8594,47.2229,32.9177
18.4968,48.6717,32.8315
16.3617,52.8298,30.8085
18.5521,49.4301,32.0177
16.4174,48.0857,35.4969
16.8548,48.4848,34.6603
18.0178,50.3523,31.6299
22.2118,44.1412,33.6471
18.6638,51.0530,30.2832
22.4890,46.8105,30.7005
20.7046,47.8091,31.4862
19.7807,47.5548,32.6645
22.5856,48.2232,29.1912
20.1977,46.5776,33.2247
20.2667,47.2330,32.5003
21.6458,45.4181,32.9361
21.0947,49.2517,29.6535
20.5267,44.3305,35.1427
23.4883,44.5690,31.9427
21.1405,46.9665,31.8930
24.1193,44.4976,31.3831
21.9937,46.4743,31.5321
20.7372,47.4066,31.8562
20.4270,43.1024,36.4706
24.8679,45.9772,29.1548
24.1343,39.5968,36.2689
20.8261,50.3634,28.8106
20.1006,47.0272,32.8722
23.9130,47.4932,28.5937
22.5836,44.6420,32.7745
20.2743,47.1766,32.5491
20.9951,48.1281,30.8768
20.2883,47.4920,32.2197
21.0957,43.9680,34.9363
21.1304,47.6427,31.2269
20.1303,49.3902,30.4796
20.1394,51.4850,28.3756
20.9550,46.1800,32.8650
21.4208,47.1562,31.4230
20.7792,47.2294,31.9913
24.4933,45.4722,30.0345
20.8898,45.1397,33.9704
19.4306,47.9233,32.6462
24.7719,44.7902,30.4379
23.3440,47.6686,28.9874
18.4979,47.9928,33.5093
23.4791,45.4871,31.0338
19.6416,45.8271,34.5312
21.7029,46.2606,32.0366
20.4234,53.1351,26.4414
18.3113,48.5583,33.1304
19.3318,52.5368,28.1314
17.1820,49.1109,33.7071
20.0937,46.0114,33.8949
19.4482,47.1738,33.3780
18.4436,47.2449,34.3115
18.9414,44.0276,37.0310
28.0404,45.5522,26.4074
17.4588,50.1162,32.4250
20.1604,46.6716,33.1681
21.3101,47.0113,31.6786
21.7176,43.8591,34.4233
19.3435,43.5678,37.0886
24.6154,46.4859,28.8987
18.0686,49.4647,32.4667
20.8084,47.3190,31.8726
21.2040,46.2427,32.5533
25.6465,46.6606,27.6929
19.2479,47.0201,33.7320
20.7376,47.6414,31.6210
21.7344,45.8672,32.3984
20.6373,45.3980,33.9647
24.6862,42.8672,32.4467
25.7354,43.8004,30.4642
19.5521,48.6804,31.7676
20.1512,48.5495,31.2993
21.3984,46.0764,32.5252
17.1145,49.6374,33.2480
18.5173,49.1917,32.2910
21.2616,45.6153,33.1231
18.7709,48.5346,32.6945
21.0964,46.1648,32.7389
21.6729,46.2920,32.0351
15.6382,48.8797,35.4821
20.0492,50.7085,29.2423
21.2190,47.6039,31.1771
18.5552,48.4528,32.9920
17.5466,49.6068,32.8466
16.1693,50.9131,32.9176
21.6607,47.2061,31.1331
20.9233,47.1093,31.9674
19.6918,44.4315,35.8767
22.2188,47.5164,30.2648
19.9877,49.4653,30.5470
20.9970,45.7768,33.2262
20.9970,46.5870,32.4160
21.6466,47.5826,30.7708
26.5196,46.8568,26.6236
20.5599,45.6269,33.8132
21.9103,43.6046,34.4851
25.6271,40.2789,34.0940
23.1944,48.0175,28.7880
20.6434,46.7086,32.6481
20.5489,47.7458,31.7053
20.9073,46.2992,32.7935
23.3343,43.6895,32.9762
21.1633,47.7818,31.0549
21.1855,43.3857,35.4288
19.8170,48.2342,31.9488
19.6479,49.3192,31.0329
20.2005,50.3905,29.4090
22.4581,45.7318,31.8101
22.7288,47.9343,29.3369
20.6744,47.3492,31.9765
20.0840,51.0053,28.9107
22.4589,46.9399,30.6012
23.3131,44.9827,31.7042
22.0665,45.6906,32.2430
19.0554,48.1314,32.8131
20.3199,50.4306,29.2495
19.6231,50.1570,30.2198
20.2111,51.8932,27.8956
22.3745,47.1234,30.5021
21.0595,51.0353,27.9052
20.1163,46.6098,33.2739
19.1770,48.8423,31.9807
19.2052,48.4408,32.3539
19.3926,49.2238,31.3836
20.1863,50.2551,29.5586
19.1202,48.2229,32.6569
19.8458,47.9318,32.2223
21.1045,49.4756,29.4199
17.4160,48.5976,33.9864
18.7907,47.5623,33.6470
21.2711,46.8946,31.8344
20.3815,47.1435,32.4750
21.7896,46.5050,31.7054
22.5208,47.1821,30.2972
22.8204,49.4878,27.6918
21.8681,49.6135,28.5185
19.1251,47.9188,32.9562
19.8257,46.3334,33.8409
20.3282,46.3385,33.3333
25.5936,40.0895,34.3169
20.6726,48.3890,30.9384
19.1004,48.9941,31.9055
20.1216,51.1256,28.7528
20.6279,49.9473,29.4248
16.6544,46.5382,36.8074
21.4093,47.6166,30.9741
22.3579,47.0862,30.5558
23.9549,46.1885,29.8566
18.1641,45.6106,36.2253
19.5688,47.6810,32.7502
19.3927,46.6700,33.9372
25.1281,47.2632,27.6087
19.7281,48.0732,32.1987
18.1030,50.9105,30.9865
20.1363,47.1338,32.7299
21.0997,49.0820,29.8183
20.3954,50.9885,28.6161
17.8060,49.2841,32.9099
19.0807,49.5964,31.3229
21.9942,48.3716,29.6342
21.4381,46.1427,32.4192
16.1657,50.0216,33.8127
18.7865,50.1538,31.0597
17.9714,49.1191,32.9094
22.3911,49.4556,28.1532
22.3159,43.4800,34.2040
22.5232,44.2241,33.2527
21.8830,43.0739,35.0431
22.5420,49.0231,28.4349
22.0903,46.1523,31.7574
20.6829,47.5549,31.7623
22.8525,45.6954,31.4521
23.8078,43.7334,32.4588
17.2560,48.8523,33.8917
20.5020,45.3689,34.1291
20.4954,44.7321,34.7725
19.7894,44.1551,36.0555
19.1144,50.7178,30.1678
21.1275,44.2189,34.6536
24.9697,46.6491,28.3812
19.8538,48.3910,31.7552
21.1866,46.6863,32.1271
25.2506,46.0970,28.6524
24.8490,43.3575,31.7935
21.4104,46.2148,32.3748
21.5166,45.7694,32.7141
24.9355,46.0127,29.0518
25.4958,45.9454,28.5588
21.7588,43.8529,34.3882
21.8673,45.4644,32.6683
18.1545,47.6956,34.1499
24.3550,43.7125,31.9325
19.2558,49.5906,31.1537
16.3900,50.7371,32.8729
19.6335,48.8229,31.5435
23.2411,47.6270,29.1319
20.5050,47.8450,31.6500
21.1049,47.5315,31.3635
21.5238,47.7989,30.6772
22.7093,46.7930,30.4977
21.9977,48.7658,29.2365
18.6638,49.3723,31.9639
20.1922,49.9039,29.9039
23.9591,43.1123,32.9287
21.5572,46.3006,32.1422
22.9689,44.8351,32.1960
19.3943,44.4434,36.1623
17.2427,52.4809,30.2765
19.9699,50.9482,29.0819
18.8146,48.0640,33.1214
21.1754,47.6164,31.2082
22.8926,46.8823,30.2250
18.9793,47.2871,33.7336
19.8757,47.6450,32.4793
18.9642,47.9491,33.0867
23.1485,47.9773,28.8741
16.8349,48.7224,34.4428
21.4232,47.1161,31.4607
21.4970,46.9549,31.5481
18.9699,47.5201,33.5100
20.5815,48.5098,30.9087
19.9939,48.1648,31.8414
18.7620,46.9454,34.2926
22.6192,46.0344,31.3465
17.7169,43.4591,38.8240
23.4969,48.6516,27.8515
23.2520,45.7380,31.0100
18.9865,48.4257,32.5877
18.1990,47.9219,33.8791
20.3088,44.8379,34.8533
25.0435,45.0374,29.9191
24.1285,44.7302,31.1414
16.8156,49.3603,33.8241
20.8454,46.8225,32.3322
19.3258,48.2556,32.4187
21.0675,46.5066,32.4258
20.8800,48.9146,30.2054
17.3741,46.8188,35.8071
19.9886,48.7179,31.2935
20.5087,48.3335,31.1578
18.7592,48.5993,32.6415
17.7518,50.9182,31.3300
19.4707,48.0040,32.5253
18.7860,50.0489,31.1652
19.6574,47.8266,32.5161
21.0718,47.2992,31.6291
19.9980,47.3389,32.6631
19.4627,48.7695,31.7678
20.2564,49.2717,30.4719
20.7592,45.2098,34.0310
24.7604,44.2441,30.9955
18.3284,48.8392,32.8324
21.7176,48.1184,30.1640
22.6842,45.0404,32.2754
19.9510,49.4709,30.5781
20.5108,47.5847,31.9045
22.2991,45.4436,32.2574
21.3543,47.1721,31.4736
18.8533,49.9141,31.2326
22.6507,44.7966,32.5527
22.6814,46.1915,31.1271
21.7788,47.7169,30.5043
20.4606,48.2356,31.3037
23.9739,44.3972,31.6289
20.5772,47.0055,32.4173
22.9014,44.0219,33.0766
22.8262,46.5490,30.6248
20.7810,47.3186,31.9004
22.1967,44.9059,32.8975
21.4209,45.6681,32.9110
19.4378,45.9222,34.6400
20.3348,44.5551,35.1101
22.2116,42.6711,35.1173
22.2647,47.2039,30.5314
20.3886,48.7140,30.8975
20.5718,48.3701,31.0581
18.8011,48.4212,32.7777
19.6500,48.0792,32.2707
24.0780,44.7191,31.2029
22.0510,46.4592,31.4899
19.9068,43.4083,36.6849
23.4750,47.8367,28.6884
20.4921,46.5201,32.9878
22.5303,45.5811,31.8886
20.9641,47.3991,31.6368
20.2648,47.3465,32.3887
20.2089,50.4091,29.3820
18.8920,46.9997,34.1083
20.0041,47.2806,32.7153
15.8966,45.0129,39.0904
24.0384,45.0495,30.9122
19.6771,46.4810,33.8419
21.1878,52.9601,25.8521
17.6062,53.1214,29.2724
18.3723,49.9939,31.6338
20.2514,49.2776,30.4710
21.4059,48.1406,30.4535
17.4482,50.9345,31.6172
19.2959,49.3093,31.3948
20.2329,46.5336,33.2335
19.5251,51.7283,28.7465
18.1933,47.0768,34.7298
20.6567,48.3529,30.9903
20.0310,45.6774,34.2916
20.4220,46.8353,32.7427
19.6361,47.5008,32.8631
17.8507,48.0323,34.1171
21.3893,44.9204,33.6903
19.8695,49.5861,30.5445
21.6811,45.9830,32.3358
19.6978,46.4652,33.8370
19.7473,47.2906,32.9621
21.0944,45.8333,33.0723
17.9333,44.7312,37.3355
18.7531,45.1204,36.1265
18.7116,48.2284,33.0600
22.3770,48.0111,29.6118
20.6016,47.2008,32.1976
27.3617,44.3530,28.2853
18.4733,50.0392,31.4875
20.7681,49.4452,29.7868
16.8785,50.8832,32.2383
19.4134,49.2802,31.3064
20.6781,48.4392,30.8827
21.3620,47.7123,30.9257
21.8832,47.8002,30.3166
16.0627,50.7009,33.2364
22.0370,49.9187,28.0443
20.2956,47.1283,32.5761
19.8375,52.0219,28.1406
24.6875,45.3638,29.9486
19.8550,43.5890,36.5560
15.5168,46.8181,37.6651
22.3386,45.8691,31.7923
20.2892,46.1271,33.5837
22.9883,47.8318,29.1799
20.9456,45.0247,34.0297
20.8658,47.9004,31.2338
21.7901,49.9839,28.2261
17.5883,47.0505,35.3612
19.7534,49.0080,31.2386
18.2817,42.9887,38.7296
20.0592,45.7300,34.2108
23.4686,44.7902,31.7412
18.6423,45.4459,35.9118
21.5819,45.6775,32.7406
23.2302,48.2527,28.5171
20.0142,44.7411,35.2447
21.2485,43.5874,35.1641
20.0657,45.7151,34.2192
22.7826,46.3733,30.8441
21.9648,45.7679,32.2673
20.2272,47.8156,31.9572
21.9541,49.1019,28.9440
19.0740,46.0351,34.8909
19.5349,44.5625,35.9026
19.9542,42.7263,37.3195
19.6261,45.4267,34.9473
20.1331,43.5568,36.3100
24.7499,46.4188,28.8313
22.4384,45.8605,31.7011
21.6069,46.0414,32.3517
23.5426,47.2881,29.1693
23.0005,46.9838,30.0157
25.3013,46.1538,28.5448
21.6134,46.1870,32.1996
22.6037,43.5776,33.8187
18.2619,48.6190,33.1190
19.4620,47.7826,32.7554
20.7522,48.1362,31.1116
17.8316,47.4170,34.7515
21.1021,47.5727,31.3252
20.7772,47.2131,32.0098
18.9510,49.7688,31.2802
21.5040,46.3561,32.1398
26.9464,45.8665,27.1871
20.1634,46.0638,33.7729
23.1106,42.9392,33.9502
20.1881,47.8988,31.9132
20.3867,47.5618,32.0516
21.0121,45.5440,33.4439
18.5181,48.0064,33.4755
17.9100,46.7350,35.3550
16.2269,44.3842,39.3889
21.8815,47.3684,30.7501
19.6894,49.0890,31.2215
19.4241,46.0935,34.4824
24.7067,45.4627,29.8305
19.2254,47.7609,33.0137
18.3675,44.2251,37.4073
20.6278,47.8972,31.4750
21.8708,46.0386,32.0905
21.5649,47.1802,31.2548
20.2128,48.2781,31.5091
18.6769,47.7804,33.5427
21.9910,45.2854,32.7236
22.2962,45.6011,32.1027
23.9992,46.1043,29.8965
21.2768,44.6204,34.1028
19.0258,51.6157,29.3585
19.6559,51.4891,28.8551
19.5907,49.0314,31.3779
20.1909,50.0823,29.7268
19.0227,48.4075,32.5698
20.1531,49.1140,30.7329
18.2069,49.3156,32.4775
23.9074,45.8217,30.2709
20.4243,44.7899,34.7858
19.5302,49.3166,31.1532
16.8139,50.9087,32.2774
20.0272,46.2631,33.7096
24.2761,45.7143,30.0096
18.7732,45.8333,35.3935
18.4757,45.0597,36.4646
19.0191,51.4736,29.5073
19.3733,46.1108,34.5159
19.4010,47.7425,32.8565
20.8801,48.2751,30.8448
22.6254,46.0619,31.3127
18.4121,46.5974,34.9905
18.6276,47.8132,33.5593
23.5387,45.9145,30.5468
21.0559,47.7440,31.2001
26.2186,44.1056,29.6757
23.8568,45.9632,30.1800
19.5510,48.2674,32.1816
24.4496,47.3360,28.2144
17.1875,49.2402,33.5723
19.3053,46.2855,34.4093
20.2175,43.3445,36.4380
20.2570,47.6713,32.0717
24.2333,42.0685,33.6982
22.2113,47.9003,29.8885
27.5328,41.7140,30.7533
23.6715,46.9154,29.4130
23.4152,46.5260,30.0588
23.4716,45.2637,31.2647
16.3167,49.0013,34.6820
23.1124,45.1319,31.7557
22.5893,47.4137,29.9970
19.3256,45.5729,35.1016
23.1607,43.8689,32.9704
19.8343,47.4713,32.6943
19.2786,43.7940,36.9274
21.4092,50.6196,27.9712
18.7449,48.1911,33.0640
20.4490,51.0721,28.4789
21.5036,47.7680,30.7284
17.9880,51.8104,30.2016
19.0257,46.6003,34.3740
20.8489,45.0999,34.0512
20.6160,45.6033,33.7806
22.6471,44.3083,33.0445
23.4055,44.2694,32.3251
21.5252,44.6427,33.8321
22.8095,46.5757,30.6148
20.1221,48.9825,30.8954
17.5104,48.9152,33.5744
17.6583,50.0956,32.2461
19.9754,46.6913,33.3333
19.6850,50.7486,29.5664
18.9411,50.6868,30.3722
19.5953,47.9107,32.4940
20.4589,52.4984,27.0427
20.4210,46.8049,32.7741
20.9989,45.7939,33.2072
18.0393,49.7492,32.2115
20.3193,47.2631,32.4176
20.2424,49.4629,30.2947
15.5889,45.7586,38.6524
23.0471,42.3289,34.6239
21.4132,46.7444,31.8424
22.1131,44.7172,33.1697
21.3526,48.7771,29.8703
22.6277,48.7993,28.5729
18.1404,46.8511,35.0085
22.6343,45.5269,31.8388
19.5962,47.8836,32.5202
22.0899,49.8839,28.0262
21.0632,46.4511,32.4857
21.0704,48.5354,30.3942
18.1972,46.6607,35.1421
19.2274,48.1864,32.5863
20.5693,46.7737,32.6570
25.2960,44.6823,30.0218
20.0300,48.5666,31.4034
19.4362,44.8176,35.7462
18.2746,49.5951,32.1303
21.8814,46.7221,31.3965
19.0716,47.3099,33.6186
23.7964,46.0870,30.1166
19.8596,49.0102,31.1302
20.7242,49.5565,29.7193
23.8145,46.9233,29.2622
21.1451,46.3736,32.4813
19.7335,46.1804,34.0861
20.7106,46.3781,32.9113
19.1592,47.3821,33.4587
21.2995,47.1556,31.5449
19.9058,47.7002,32.3940
22.6320,51.0014,26.3666
22.3879,47.2145,30.3976
19.8511,48.9805,31.1684
17.9684,46.1063,35.9253
20.8356,47.8674,31.2970
21.8314,46.6870,31.4817
23.4685,49.2996,27.2319
20.4467,45.9764,33.5769
19.7012,45.9896,34.3092
23.3020,47.0336,29.6644
17.9423,44.9088,37.1489
22.1019,47.0625,30.8355
20.8643,43.7688,35.3668
21.7572,44.8622,33.3806
19.3240,48.3452,32.3308
20.3403,46.8120,32.8476
17.8946,44.3023,37.8030
19.8856,45.4649,34.6495
22.1186,46.0654,31.8160
23.4929,43.9716,32.5355
18.3049,48.0207,33.6744
22.3293,46.0850,31.5857
21.4755,44.0324,34.4921
27.9940,43.3295,28.6765
23.3016,42.2056,34.4928
22.6189,48.2796,29.1015
25.0265,47.3774,27.5961
22.4545,46.5976,30.9478
21.7439,45.0030,33.2531
22.6092,44.8403,32.5505
23.1625,44.9742,31.8633
24.0382,44.3590,31.6029
24.8761,45.3552,29.7687
24.9958,39.2454,35.7588
19.7109,48.3249,31.9642
19.8867,47.8836,32.2298
22.4907,50.0980,27.4113
19.4274,47.9130,32.6595
21.7639,49.8272,28.4090
18.8647,45.7269,35.4083
25.3489,45.2838,29.3673
22.1340,47.4316,30.4343
19.8886,49.5643,30.5471
18.0576,44.2201,37.7222
20.8713,47.2509,31.8778
16.9698,46.9275,36.1026
17.4335,45.1074,37.4592
18.4004,52.5868,29.0128
20.0711,48.9887,30.9402
22.2683,49.3130,28.4188
18.5707,50.2187,31.2107
21.8104,46.2407,31.9489
19.7771,47.9830,32.2399
19.1893,48.6212,32.1895
23.0957,45.9674,30.9369
17.0275,48.2261,34.7464
24.4279,47.1006,28.4715
23.3487,46.9617,29.6896
22.4119,45.9729,31.6152
17.6379,47.9453,34.4167
22.0292,44.2229,33.7479
20.2322,47.0167,32.7511
19.3683,44.9563,35.6754
20.1338,46.8108,33.0554
20.9829,45.9107,33.1064
19.4145,48.0994,32.4861
20.5821,49.4854,29.9325
20.4278,46.0976,33.4745
20.0382,47.3822,32.5796
22.1117,48.3926,29.4957
22.5597,45.4078,32.0324
20.3059,46.5282,33.1659
21.4867,47.5150,30.9983
24.0553,47.2485,28.6961
20.3758,47.0967,32.5274
21.7410,47.3087,30.9504
23.7201,45.1590,31.1210
19.9259,47.4643,32.6098
22.6434,44.4512,32.9053
21.4855,45.4699,33.0446
25.0693,46.7452,28.1856
26.0201,47.2796,26.7002
17.3899,44.7063,37.9038
20.2658,46.7173,33.0169
27.3718,43.9403,28.6879
23.3448,45.6211,31.0342
21.0959,42.6509,36.2532
24.9192,44.0643,31.0165
20.6503,45.7639,33.5857
20.7680,41.3817,37.8503
22.9315,47.6912,29.3774
22.1739,47.0728,30.7533
23.9881,44.5216,31.4902
20.4500,43.9210,35.6290
24.2627,41.4209,34.3164
21.8476,47.9064,30.2460
24.9293,45.8039,29.2669
22.4374,48.0633,29.4993
23.1944,44.6327,32.1729
24.2326,43.7096,32.0578
24.2685,47.2244,28.5070
